,,,,mae,mae,rmse,rmse,r2,r2,spearman,spearman
,,,,mean,std,mean,std,mean,std,mean,std
analysis,domain,model,group,,,,,,,,
density_quartile,synthetic,direct_full,Q3,0.07697985152395628,0.04786658220650117,0.15146917991960515,0.10689851179088584,0.3375407488356876,0.9565951773750428,0.5700699538227999,0.15706720851930622
density_quartile,synthetic,direct_full,Q4,0.05389956935927579,0.00927208736810947,0.11405070167342442,0.03543047254123544,0.637582584431763,0.38738026893932453,0.5004053315023393,0.09728459391339758
density_quartile,synthetic,direct_no_coordinates,Q1,0.10103502727444429,0.052507691707861105,0.221568597395081,0.09313139601251016,0.6378823772813368,0.19485639409454808,0.6976091171651566,0.10312317702349193
density_quartile,synthetic,direct_no_coordinates,Q2,0.06748224345592051,0.026931093105018244,0.12550349153155524,0.06651483406622043,0.751256624099826,0.1720212211465601,0.5913095719129251,0.158586003427966
density_quartile,synthetic,direct_no_coordinates,Q3,0.06606792570546559,0.02475692228345638,0.12633227899374572,0.052192537596675664,0.6365425354966073,0.2765575381856909,0.5968510591185915,0.13634677611103674
density_quartile,synthetic,direct_no_coordinates,Q4,0.04993339323645993,0.008328491477601173,0.10105426608528392,0.03783637243317011,0.6546212992566778,0.39968250915866627,0.5461188285769196,0.1438989437376652
density_quartile,synthetic,direct_no_fiedler,Q1,0.10752964271437324,0.05895692282705257,0.21607034668648942,0.12098776679500588,0.6267436516306754,0.23852237306005453,0.7015689221035547,0.09793341242322263
density_quartile,synthetic,direct_no_fiedler,Q2,0.07682791468347196,0.025026370290654517,0.14040157955300248,0.05964211846756473,0.6833661625023602,0.16608283228913526,0.6003045240090031,0.16289837064884105
density_quartile,synthetic,direct_no_fiedler,Q3,0.08263787238080221,0.05450187557142324,0.14663794273064384,0.11925012130829821,0.3202570913127992,1.0860823574245573,0.601526812172275,0.13223537762850768
density_quartile,synthetic,direct_no_fiedler,Q4,0.05703441224746233,0.012510299061110125,0.1029876640606359,0.040384917301067635,0.6606355756304019,0.3909028746122896,0.5400704248069025,0.12464377734952939
density_quartile,synthetic,residual_full,Q1,0.09237821494993648,0.050265005637659295,0.20956033905452168,0.08807279817046373,0.6879098422628322,0.16792806129203425,0.7945936736716153,0.08477833534652222
density_quartile,synthetic,residual_full,Q2,0.05477589065329173,0.019817827387190495,0.11400700112923627,0.05792703069534997,0.7972564466524069,0.11795866343110174,0.794569524286494,0.06686972478648835
density_quartile,synthetic,residual_full,Q3,0.04970208560160328,0.02579306350047341,0.10027522693215907,0.04761686459749468,0.751735164344101,0.2367311852135261,0.7464146066295619,0.13700327479630298
density_quartile,synthetic,residual_full,Q4,0.03674930494541011,0.012261508001877013,0.06752455102934182,0.023856713525133834,0.7842159422853705,0.2510849956147518,0.6654736491683776,0.23087870990737636
density_quartile,synthetic,residual_no_coordinates,Q1,0.08309064061829476,0.05012450675173086,0.19752062587505606,0.09512335838415123,0.7217852567597008,0.18064867915456662,0.8205354051176276,0.06701277276782283
density_quartile,synthetic,residual_no_coordinates,Q2,0.04693377110851009,0.020522042614418274,0.09569880952033968,0.05308533598031535,0.8501630352932207,0.10943707945515005,0.7991053657392876,0.07267969740117387
density_quartile,synthetic,residual_no_coordinates,Q3,0.054354501050659934,0.035916108222880286,0.1261050295085841,0.09617148941336497,0.5323798261610535,0.6837076604030086,0.7901361714892919,0.07805091980070894
density_quartile,synthetic,residual_no_coordinates,Q4,0.0309207602734348,0.010404271289438945,0.06322090591504413,0.028386983624452536,0.8281922093833772,0.24035649765108744,0.7545707501812079,0.09780883807124718
density_quartile,synthetic,residual_no_fiedler,Q1,0.09018320659088387,0.04514632119201883,0.20443748392660824,0.08463199522678955,0.7088732152364879,0.15441238085859949,0.8038174754116625,0.07991865779756839
density_quartile,synthetic,residual_no_fiedler,Q2,0.055441910685714045,0.022571470809927566,0.10935383429273307,0.05281417365305492,0.8071896137051506,0.10940788789773341,0.7812094131243377,0.08074727777091219
density_quartile,synthetic,residual_no_fiedler,Q3,0.04613294740446064,0.01572174446272674,0.10138699142866733,0.05233554900719625,0.7488541293454402,0.2552409347386186,0.7826160214529079,0.07533140931076304
density_quartile,synthetic,residual_no_fiedler,Q4,0.0365552455635196,0.007666695782704765,0.07169018697031561,0.02810471663405733,0.8166573951372124,0.23202741582707112,0.7373331111749811,0.10114454403199634
density_quartile,synthetic,spectral,Q1,0.20373281470814103,0.0897509956992849,0.4066540391143734,0.10940507758820267,-0.13175815037313432,0.23712297366390328,0.7346514282253521,0.13513123440727498
density_quartile,synthetic,spectral,Q2,0.09308993642674138,0.028182359158729204,0.25198815442859407,0.05763965196460435,0.04651267366784582,0.12106254677467983,0.8870683341800399,0.09012086817744673
density_quartile,synthetic,spectral,Q3,0.05992065831002362,0.020748221750014378,0.19532667126932696,0.03596414751552929,0.1892809141156696,0.11738704666093733,0.9554904641227744,0.009052625609250985
density_quartile,synthetic,spectral,Q4,0.07026202860748951,0.052073308961796974,0.19565240266274833,0.12406619788397821,0.3486347219722937,0.2960869372405717,0.9569968686721364,0.03706857254537378
density_quartile,synthetic,summary_mlp,Q1,0.12407246702399158,0.04310403481060935,0.2407320476339502,0.06762028218831333,0.5975560041355676,0.10603646375088038,0.6206129574438171,0.17712859306415477
density_quartile,synthetic,summary_mlp,Q2,0.08757340309985003,0.038427518998350674,0.15877888702950252,0.07996619202421404,0.6096589464851354,0.2336143529724076,0.44266379177703385,0.22626729602737233
density_quartile,synthetic,summary_mlp,Q3,0.07210276277302548,0.014862520289203603,0.16383937179462546,0.027296412812926926,0.4118107655941617,0.1618176160477513,0.5406535999550249,0.17237502903281138
density_quartile,synthetic,summary_mlp,Q4,0.06259936254387555,0.022155016882271,0.1319406512901459,0.05810032966951057,0.6001878518880888,0.3132905581938579,0.4476573623009445,0.20125004244058858
failure_count_group,osm,deepsets,1,0.10456567149142668,0.022446373512395656,0.24989487927233783,0.05094084965588778,0.575855634658477,0.1739263976821154,0.39861186597449116,0.1591998545464779
failure_count_group,osm,deepsets,2-3,0.133328919063241,0.01698560155930542,0.2806200175851221,0.02299808474687327,0.6321586555684184,0.052615427185675544,0.6887023728091661,0.04264464605761779
failure_count_group,osm,deepsets,4-5,0.12833312608640185,0.009987546053717027,0.25638684869983824,0.012824184479919442,0.6404748988766447,0.035838098343973106,0.7590576529512952,0.01055212250287502
failure_count_group,osm,deepsets,6+,0.13448058227199838,0.03192580907905447,0.2609916652052461,0.03580172030186387,0.4911127877821488,0.15729914552567842,0.7029996009615472,0.009957932876767588
failure_count_group,osm,direct_full,1,0.09807328260061214,0.029417577162304306,0.25710216337230846,0.04447957567650188,0.5576386430119866,0.1436995392591571,0.6297946177217331,0.08923701801038232
failure_count_group,osm,direct_full,2-3,0.12211562975324126,0.007488565329984102,0.29507091544699104,0.012970809240940915,0.5946037074279736,0.026385994214168224,0.778533133456263,0.057222472117492824
failure_count_group,osm,direct_full,4-5,0.09846280385688075,0.03835958494403565,0.25082454159524187,0.06067396859596008,0.641493578702974,0.18769175910446784,0.8116961917206181,0.044806652282378956
failure_count_group,osm,direct_full,6+,0.09656088699320597,0.05862662050417075,0.24032649488996927,0.09152175301150338,0.5328621033241948,0.3930519337119379,0.7471138147129907,0.07503547349114703
failure_count_group,osm,direct_no_coordinates,1,0.0963872313520215,0.026458641272341567,0.2582827548816381,0.046240071271093856,0.5526642889915798,0.15166846946706153,0.65019198323589,0.04469555584031106
failure_count_group,osm,direct_no_coordinates,2-3,0.12041850674616852,0.005369146157588614,0.29299696655836327,0.01254354890434038,0.6003947469698672,0.023305689089988712,0.7974935775446111,0.02868705272448649
failure_count_group,osm,direct_no_coordinates,4-5,0.09907821575503292,0.02535450435929862,0.2543797790988645,0.0398603852693357,0.6397896462054262,0.12154143318495726,0.8338869656154868,0.052380306611727
failure_count_group,osm,direct_no_coordinates,6+,0.09901746492124315,0.04881532409795113,0.25001815923384074,0.07736246170360667,0.5098636489340379,0.3054434890321133,0.7889065862033681,0.09515584857096712
failure_count_group,osm,direct_no_fiedler,1,0.09912643799027884,0.025949196226572338,0.25580128371056565,0.04587859799438903,0.5609033148457245,0.15087292275510458,0.6410151583656415,0.05159098117828733
failure_count_group,osm,direct_no_fiedler,2-3,0.11985653249444936,0.006473630640239243,0.2909525519855082,0.01081835097006144,0.6055406397487563,0.028279735620606233,0.7996995524712934,0.01960874858228234
failure_count_group,osm,direct_no_fiedler,4-5,0.083507707648137,0.01719642879105263,0.23082464398450542,0.030953474203300434,0.7065879536859723,0.07002132987005641,0.8244916398739338,0.03931268176545824
failure_count_group,osm,direct_no_fiedler,6+,0.08197700716053088,0.021851357693977246,0.23139039285919435,0.04437619722888202,0.5969383388327558,0.15784426148387307,0.7722802788171185,0.07467454146064498
failure_count_group,osm,residual_full,1,0.08969951465998646,0.024333718568245396,0.2543311592823308,0.04615080373990394,0.56592426019782,0.14879246005341595,0.7430090794985522,0.09132945477314953
failure_count_group,osm,residual_full,2-3,0.11645958524563862,0.007992542688165745,0.28772826305118354,0.01155959312889282,0.61427462107211,0.027980079966396516,0.8829392505092184,0.017429321094459063
failure_count_group,osm,residual_full,4-5,0.08915980304417515,0.03332029164299135,0.23746582753308648,0.05445737802213903,0.6803799009184048,0.15510188715227616,0.8884776963224041,0.03765015344287239
failure_count_group,osm,residual_full,6+,0.08099450511806072,0.042261886340082946,0.22518334587073047,0.07039980686364954,0.6028833616347415,0.2701424324266672,0.8633460880802053,0.06936811898751574
failure_count_group,osm,residual_no_coordinates,1,0.08949399375910212,0.02585066692705191,0.2556401294249382,0.04894102442343294,0.5598801494709734,0.16052720776926876,0.7705237196807135,0.05265626101137097
failure_count_group,osm,residual_no_coordinates,2-3,0.11644826057751582,0.005319826932037546,0.2892238095011014,0.012997879407884508,0.61063804764002,0.023820109575252952,0.8815091862858797,0.020941559321458806
failure_count_group,osm,residual_no_coordinates,4-5,0.09147511705478584,0.016187465941756404,0.24575863059158637,0.02776857655502105,0.6646104193730945,0.08879148051754719,0.8898853266137919,0.023683473255828372
failure_count_group,osm,residual_no_coordinates,6+,0.08600315794952265,0.03761092669611185,0.2368269739156447,0.0649734787272356,0.5656189533737385,0.2492652410845223,0.8439981529527879,0.0683581992103616
failure_count_group,osm,residual_no_fiedler,1,0.08905549688899177,0.024916017188449813,0.25374693383588265,0.04750604642210998,0.5681775010413885,0.14636332278231357,0.8049832377282605,0.06763969312448276
failure_count_group,osm,residual_no_fiedler,2-3,0.11441876684521532,0.007152753337159177,0.2865110062384867,0.009753072916038273,0.6176824532727535,0.022441176978849568,0.8899312419753986,0.02121493037073046
failure_count_group,osm,residual_no_fiedler,4-5,0.08185013243813044,0.017879998747316928,0.22447839931298663,0.028102341465903853,0.723311812364362,0.056856786860678396,0.8847936047493627,0.049152550559847664
failure_count_group,osm,residual_no_fiedler,6+,0.06865059813195787,0.009533150431194449,0.2031236506856151,0.016768179728224322,0.6982838964532794,0.04244164098739953,0.8399358635568646,0.062252074680355124
failure_count_group,osm,spectral,1,0.22164992118980836,0.026926397567328852,0.4476719126959032,0.03227537351677774,-0.309783837947714,0.04540764878751469,0.4561340109987656,0.10325210892796614
failure_count_group,osm,spectral,2-3,0.44300385388719576,0.0303251287474656,0.6375398703107166,0.027752198748891337,-0.8911229238530002,0.09281572908301089,0.280029479831248,0.033922527351690476
failure_count_group,osm,spectral,4-5,0.6603451471182741,0.023439469379947286,0.7837994259250282,0.014681809425625277,-2.3626370606341087,0.3000938223377688,0.15440540723209603,0.0253943584275308
failure_count_group,osm,spectral,6+,0.7557154622685467,0.012369275360480013,0.8414082871818934,0.00740556837689084,-4.170734410853713,0.32716193471086213,-0.010980193430976714,0.04599505738727917
failure_count_group,osm,summary_mlp,1,0.14983219788288796,0.029155976958666105,0.31944481772967304,0.04014913773709183,0.3268109189778833,0.14306803120396944,0.6079850382333091,0.06622991193884802
failure_count_group,osm,summary_mlp,2-3,0.24710038694305103,0.023509070641600058,0.4042606063759412,0.045216405490219914,0.23041818743938816,0.17732288557267264,0.745229391210073,0.01899325125313735
failure_count_group,osm,summary_mlp,4-5,0.32905984124025656,0.07752681052956158,0.4648451583355208,0.10276861189990272,-0.22042058173754583,0.49576401180667423,0.768566239751297,0.017807815349451566
failure_count_group,osm,summary_mlp,6+,0.4186437549318846,0.1416363603346422,0.5146586649269149,0.15198940629903934,-1.0376536305523876,1.031954980055564,0.7046057876327956,0.02085583098908444
failure_count_group,synthetic,deepsets,1,0.04508637711822668,0.02350289679198599,0.10121676183075609,0.07135783976443369,-3.2679014408353053,4.814736086885286,0.07120997607305923,0.10789902286439026
failure_count_group,synthetic,deepsets,2-3,0.06118520183232081,0.01730165554682299,0.13834519188039493,0.058550520976728276,-0.6789079685524362,2.853319839203147,0.3010673014466201,0.06053312763749738
failure_count_group,synthetic,deepsets,4-5,0.09839257794949965,0.029943674614668184,0.18505015632155883,0.070407842123567,0.5533278949460384,0.175364498591327,0.2924615681518613,0.16828980387287892
failure_count_group,synthetic,deepsets,6+,0.10835008395094976,0.027645068812766026,0.21044961224305897,0.050681950476769905,0.6334505027048918,0.11234206867571961,0.42492212815282115,0.15382612860287626
failure_count_group,synthetic,direct_full,1,0.04211918456058132,0.015444885460713794,0.1045560930568957,0.07228581794918588,-8.365466563583032,17.9837727589889,0.21142414141953694,0.12390985469608129
failure_count_group,synthetic,direct_full,2-3,0.05432319530015998,0.011724226294801635,0.14873207563981136,0.029815538951076467,-6.548777511247129,16.026787532782038,0.3307674694260175,0.14585664593473655
failure_count_group,synthetic,direct_full,4-5,0.08722078539956432,0.024397881660515097,0.18750171805107033,0.05687857105893349,0.5320554498584968,0.18345129722225392,0.4186493575025431,0.13015149546631527
failure_count_group,synthetic,direct_full,6+,0.10114270981316001,0.0319644335029346,0.1878944779791365,0.07262477318419398,0.65868227642169,0.3033513145885533,0.5650121095541895,0.059277163552913736
failure_count_group,synthetic,direct_no_coordinates,1,0.036003543006955366,0.017529689506328407,0.09794072155281475,0.07887163325641347,-1.8902792762130194,3.9727728454430364,0.21002519171562373,0.12562029782260126
failure_count_group,synthetic,direct_no_coordinates,2-3,0.047730280487894586,0.012024716947828765,0.13615624709389063,0.038729681175101935,-2.510837182937419,7.055915006008469,0.41957037994118423,0.12008420554736748
failure_count_group,synthetic,direct_no_coordinates,4-5,0.08312899046737603,0.022317146660946148,0.1831637787070243,0.048494686242799186,0.5647029124659161,0.08241466541853197,0.44946508918227457,0.14123759981188283
failure_count_group,synthetic,direct_no_coordinates,6+,0.08935820136874853,0.01657420027756328,0.161391081191199,0.04044190612753457,0.7666056205281292,0.12438449983191692,0.6064448777543936,0.1013953339885628
failure_count_group,synthetic,direct_no_fiedler,1,0.04382176751065221,0.02064746534152448,0.09976304446155668,0.0763704421647835,-2.493979461913603,4.398141179226688,0.1634358732187518,0.17124985795269324
failure_count_group,synthetic,direct_no_fiedler,2-3,0.058412201022292595,0.016538381053423434,0.14823168362994246,0.026431667549549582,-8.421979130687415,20.263543261204127,0.40910779679739395,0.09445463216495174
failure_count_group,synthetic,direct_no_fiedler,4-5,0.08904273127385817,0.030549103324957864,0.17471125594989684,0.06818109721107288,0.599824630228839,0.19904834741924407,0.45366671289789895,0.12171512496621388
failure_count_group,synthetic,direct_no_fiedler,6+,0.10123169040140494,0.037629822639703096,0.18308545643285068,0.0864684584468196,0.6515421736764333,0.37502412321297546,0.6072875706126235,0.11375141981583627
failure_count_group,synthetic,residual_full,1,0.01800395798769828,0.009074263128450373,0.050166152040254916,0.05300673236180942,-0.16561724994124466,1.3737021287095272,0.4966343632075101,0.1955102520473122
failure_count_group,synthetic,residual_full,2-3,0.04023380611453535,0.014924625205877553,0.12285267871314756,0.04747661514088549,-0.5612880826522868,2.7795852368658305,0.6254110907818585,0.261441325552655
failure_count_group,synthetic,residual_full,4-5,0.0681712835670354,0.027413250199817916,0.14960917132599139,0.06040968514895004,0.7183638919863059,0.12507353035325133,0.6759712081456442,0.18406897216412718
failure_count_group,synthetic,residual_full,6+,0.07633956173905034,0.02865620073750792,0.14919311036629315,0.05614960535038486,0.7889137030721521,0.1721197566444848,0.7553808851484385,0.1707015551647166
failure_count_group,synthetic,residual_no_coordinates,1,0.013074235919279299,0.011754081458494456,0.04444563328386856,0.055555927522473326,0.6917283842216649,0.2535522429260004,0.5012249642487,0.1868023952450972
failure_count_group,synthetic,residual_no_coordinates,2-3,0.03157112879711509,0.011747352949270448,0.12275506863777144,0.026276810742386705,-6.326024441132182,15.842139178098332,0.7161592855921007,0.1322408172341693
failure_count_group,synthetic,residual_no_coordinates,4-5,0.0647553219943425,0.023548118248266456,0.15610738833078439,0.059848097764223084,0.6936854225302269,0.12286171045531633,0.7551090500297415,0.09639267853819765
failure_count_group,synthetic,residual_no_coordinates,6+,0.07395494497569076,0.02550611227582297,0.15013660807303308,0.06928519535431221,0.774603056291226,0.21680526056175933,0.806236813004172,0.07938459319865243
failure_count_group,synthetic,residual_no_fiedler,1,0.01514980510212487,0.011495425095754115,0.04654682433064563,0.053262352039730045,-0.049698439035613176,1.8492588310592217,0.5754670389714864,0.13485756521073516
failure_count_group,synthetic,residual_no_fiedler,2-3,0.03391760365446045,0.017866101279281066,0.11028912748179867,0.061683297132537986,0.6760559264939243,0.1041119706375892,0.7237742159590999,0.0944448191798875
failure_count_group,synthetic,residual_no_fiedler,4-5,0.07101046013771342,0.025377588371416834,0.15971342333830382,0.05584508473209311,0.6759667920737573,0.11673522330644726,0.7330586835367648,0.08325454627054751
failure_count_group,synthetic,residual_no_fiedler,6+,0.07618494802928502,0.015570708075535306,0.14371467066433885,0.04854224995125986,0.8115294423810484,0.11903012147231135,0.7840775804995413,0.07428971363103208
failure_count_group,synthetic,spectral,1,0.010286720800575608,0.011884701844309927,0.04323914719092343,0.05706724546172258,0.8034109720552755,0.21503099865556757,0.9901200906373319,0.003464790119078655
failure_count_group,synthetic,spectral,2-3,0.057926178444021724,0.03617300243177962,0.191436633505715,0.10925461824674691,0.24231967692628223,0.2954824588985535,0.950606637871721,0.02391823664870636
failure_count_group,synthetic,spectral,4-5,0.10213668162579662,0.040371066949189835,0.2662643224719264,0.07649110649809206,0.10019099326051736,0.17193532751215823,0.8518181389387414,0.09198487283384621
failure_count_group,synthetic,spectral,6+,0.17497812421532394,0.05834427447529431,0.3667891559830786,0.07020784498626464,-0.09350088286373197,0.13689842626594795,0.7311917679012281,0.08136840999425213
failure_count_group,synthetic,summary_mlp,1,0.036147384571880166,0.01903535624738023,0.09861221386031231,0.07515979975884651,-2.8388291416187834,5.6522663892507214,0.19077551419633945,0.08104362133778184
failure_count_group,synthetic,summary_mlp,2-3,0.05568579897337086,0.02402739458110166,0.13434836249783136,0.06717623236713466,0.04940758411145345,1.246434697720681,0.312592047403258,0.11281855280191738
failure_count_group,synthetic,summary_mlp,4-5,0.10244622527055298,0.03681961949915656,0.1945124450598726,0.06688063920347914,0.5178450848325271,0.14198374506165415,0.32376516029900404,0.2350950758607725
failure_count_group,synthetic,summary_mlp,6+,0.11286466981295218,0.026485669895954644,0.21168082699152077,0.03613202067411259,0.631493152580512,0.061967691876831946,0.4307451286612526,0.15759005480926203
