seed,domain,failure_mode,model,mae,rmse,r2,spearman
55,synthetic,independent,direct_no_coordinates,0.03502038318394982,0.05375908564442615,0.912830537064934,0.7201818217422764
55,synthetic,spatial_cluster,direct_no_coordinates,0.09416285177009871,0.2108475167729088,0.6829776352141221,0.5349153662260582
55,osm,independent,direct_no_coordinates,0.10847539295034699,0.27591626409534326,0.6464601558461417,0.8753902319204327
55,osm,spatial_cluster,direct_no_coordinates,0.1610486477883685,0.3563025671628767,0.35172027540087236,0.827059134058384
55,synthetic,independent,residual_full,0.032705905113698516,0.10131253567192187,0.6904099505639212,0.908420461409266
55,synthetic,spatial_cluster,residual_full,0.05835918626434468,0.1508210469112892,0.8377902995493126,0.6786262051729104
55,osm,independent,residual_full,0.10190031556025986,0.2658826687386844,0.6717053370184805,0.9066971246189021
55,osm,spatial_cluster,residual_full,0.15850369266570907,0.3527095917169882,0.3647289325664169,0.8472388271399987
55,synthetic,independent,residual_no_fiedler,0.04544134018250423,0.1156136265661486,0.5968388530957353,0.9075625883945212
55,synthetic,spatial_cluster,residual_no_fiedler,0.07229668148877601,0.14899420109586148,0.8416960863308889,0.6719614136114186
55,osm,independent,residual_no_fiedler,0.09670340546907451,0.26001652662546737,0.6860317956595801,0.8914277542313019
55,osm,spatial_cluster,residual_no_fiedler,0.07021041603200054,0.21120526038422588,0.7722103446287989,0.8307050487651554
55,synthetic,independent,residual_no_coordinates,0.03073918855781146,0.042758816329137514,0.9448542596032394,0.9061669418125183
55,synthetic,spatial_cluster,residual_no_coordinates,0.06774567961022558,0.16388595611306503,0.8084701809203837,0.6727900329693757
55,osm,independent,residual_no_coordinates,0.09766490980707015,0.2614896060687878,0.6824642515379051,0.9089503300040361
55,osm,spatial_cluster,residual_no_coordinates,0.10387663781734206,0.2648452540982901,0.6418137369567053,0.8711047113406277
55,synthetic,independent,deepsets,0.05656650112686194,0.11109774133115859,0.6277188193484504,0.02530775241287793
55,synthetic,spatial_cluster,deepsets,0.12825670573469805,0.2208209337951626,0.6522770108899546,0.5253030815425643
